model,term,coef,std_err,p_value,ci_low,ci_high,nobs,rsquared,dep_mean,note,error
m0_post2017_baseline,C(cause_group)[T.合作创作合同纠纷],-0.3440874520752869,0.01296937839892132,4.282736974091126e-155,-0.3695069666390444,-0.3186679375115294,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.合同、准合同纠纷],0.6952167085635242,0.019956013822927603,6.594501545074109e-266,0.6561036401956026,0.7343297769314459,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.合同、无因管理、不当得利],-0.34100632456542035,0.013794382400687581,6.41253696614154e-135,-0.3680428172597412,-0.3139698318710995,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.合同纠纷],0.15539088034371792,0.019646545731065092,2.587919030534919e-15,0.1168843582902112,0.19389740239722464,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.合同诈骗罪],3.6588711730549046e-16,7.805724519425688e-17,2.7667036384448253e-06,2.1289772799233476e-16,5.188765066186461e-16,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.名誉权纠纷],0.6984893191876271,0.021044969525169696,1.4848417488705882e-241,0.6572419368625515,0.7397367015127028,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.商品房销售合同纠纷],-0.3633499399372895,0.016182744601203697,1.1982400128881469e-111,-0.3950675365266587,-0.33163234334792024,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.商品房预售合同纠纷],-0.31754236482100534,0.014384591236397817,5.475228018848834e-108,-0.3457356455766756,-0.2893490840653351,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.商标权权属、侵权纠纷],5.238641997696329e-16,6.855133557083386e-17,2.1399698670643128e-14,3.8950605095867906e-16,6.582223485805868e-16,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.商标权权属纠纷],3.409844040280729e-17,6.771210579249875e-17,0.6145567764721123,-9.861484826785622e-17,1.6681172907347081e-16,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.因申请诉中财产保全损害责任纠纷],6.245899147899534e-16,3.238650890361231e-17,7.110362217706435e-83,5.611135237538875e-16,6.880663058260193e-16,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.因申请财产保全损害责任纠纷],-3.5092630767738256e-16,7.977409828699768e-17,1.0875051685033349e-05,-5.072806672190565e-16,-1.9457194813570868e-16,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.国有公司、企业、事业单位人员失职罪],-8.353504878912618e-17,2.1357017129583815e-17,9.177667198763196e-05,-1.2539403318031546e-16,-4.16760643979369e-17,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.土地租赁合同纠纷],-0.35851445811261207,0.015020029859839575,6.416341762351703e-126,-0.38795317568461385,-0.3290757405406103,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.妨害信用卡管理罪],-2.1667009999033575e-16,2.2752555375681434e-17,1.6842732726664891e-21,-2.6126428908292454e-16,-1.7207591089774693e-16,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.委托合同纠纷],0.15409170436203037,0.027526501478111896,2.1691376134018244e-08,0.10014075284454249,0.20804265587951826,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.委托理财合同纠纷],0.326745369085787,0.04028565998370177,5.032417619201555e-16,0.24778692642430505,0.40570381174726894,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.娱乐服务合同纠纷],-0.34347282577751426,0.017780138207424842,3.8066191494448574e-83,-0.3783212563042115,-0.30862439525081703,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.婚约财产纠纷],0.3890032264100012,0.24066432912446423,0.10601377962965017,-0.08269019103744268,0.860696643857445,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
m0_post2017_baseline,C(cause_group)[T.定作合同纠纷],-0.34343221767342663,0.015752482607891707,2.231499303825301e-105,-0.37430651625198796,-0.3125579190948653,5058,0.13184278333495292,0.4211150652431791,2017 policy baseline.,
